settlement_id,category,threshold1,threshold2,mean_wt_percent,difference
Bangwe,mean_wt_percent_Mixed,1.33,1.67,20.89414614067432,-1.7974523367415962
Bangwe,mean_wt_percent_Mixed,1.33,1.69,22.386147494648796,-0.3054509827671197
Bangwe,mean_wt_percent_Mixed,1.33,1.71,23.179422168199995,0.4878236907840794
Bangwe,mean_wt_percent_Mixed,1.35,1.55,16.253586152697633,-6.438012324718283
Bangwe,mean_wt_percent_Mixed,1.35,1.57,16.91865360163614,-5.772944875779775
Bangwe,mean_wt_percent_Mixed,1.35,1.59,17.21839767421989,-5.4732008031960255
Bangwe,mean_wt_percent_Mixed,1.35,1.61,18.008549779443,-4.6830486979729145
Bangwe,mean_wt_percent_Mixed,1.35,1.6300000000000001,18.954999270689235,-3.7365992067266802
Bangwe,mean_wt_percent_Mixed,1.35,1.6500000000000001,19.58037866252621,-3.1112198148897043
Bangwe,mean_wt_percent_Mixed,1.35,1.67,20.18105283036033,-2.5105456470555865
Bangwe,mean_wt_percent_Mixed,1.35,1.69,21.670217887230674,-1.0213805901852417
Bangwe,mean_wt_percent_Mixed,1.35,1.71,22.461693594592553,-0.2299048828233623
Bangwe,mean_wt_percent_Mixed,1.3699999999999999,1.55,13.253180983495275,-9.43841749392064
Bangwe,mean_wt_percent_Mixed,1.3699999999999999,1.57,13.917823483399422,-8.773774994016494
Bangwe,mean_wt_percent_Mixed,1.3699999999999999,1.59,14.264887610220054,-8.426710867195862
Bangwe,mean_wt_percent_Mixed,1.3699999999999999,1.61,15.008129886825314,-7.683468590590602
Bangwe,mean_wt_percent_Mixed,1.3699999999999999,1.6300000000000001,15.954065230245842,-6.737533247170074
Bangwe,mean_wt_percent_Mixed,1.3699999999999999,1.6500000000000001,16.624503745652024,-6.067094731763891
Bangwe,mean_wt_percent_Mixed,1.3699999999999999,1.67,17.17978443894157,-5.511814038474345
Bangwe,mean_wt_percent_Mixed,1.3699999999999999,1.69,18.669197512431843,-4.022400964984072
Bangwe,mean_wt_percent_Mixed,1.3699999999999999,1.71,19.460703038040293,-3.2308954393756224
Bangwe,mean_wt_percent_bb,1.21,1.55,13.580948262878408,2.678616663469265
Bangwe,mean_wt_percent_bb,1.21,1.57,12.920558308438723,2.0182267090295802
Bangwe,mean_wt_percent_bb,1.21,1.59,12.605276644616067,1.7029450452069241
Bangwe,mean_wt_percent_bb,1.21,1.61,11.830087756449663,0.9277561570405197
Bangwe,mean_wt_percent_bb,1.21,1.6300000000000001,10.884137915812362,-0.018193683596781085
Bangwe,mean_wt_percent_bb,1.21,1.6500000000000001,10.245097729770837,-0.657233869638306
Bangwe,mean_wt_percent_bb,1.21,1.67,9.689258562825422,-1.2130730365837206
Bangwe,mean_wt_percent_bb,1.21,1.69,8.199046258019234,-2.7032853413899094
Bangwe,mean_wt_percent_bb,1.21,1.71,7.380489377998336,-3.5218422214108074
Bangwe,mean_wt_percent_bb,1.23,1.55,13.596139536962228,2.6938079375530855
